CPD_ID Active
26751325 0
26751324 0
26751323 0
26751322 0
26751321 0
26751318 0
26751317 0
26751316 0
26751314 0
26751313 0
26751309 0
26751308 0
26751306 0
26751304 0
26751303 0
26751302 0
26751298 0
26751296 0
26751295 0
26751291 0
26751290 0
26751289 0
26751287 0
26751286 0
26751285 0
26751284 0
26751282 0
26751281 0
26751280 0
26751279 0
26751277 0
26751276 0
26751275 0
26751273 0
26751270 0
26751269 0
26751268 0
26751264 0
26751263 0
26751261 0
26751260 0
26751259 0
26751258 0
26751257 0
26751255 0
26751254 0
26751252 0
26751251 0
26751249 0
26751248 0
26751246 0
26751245 0
26751243 0
26751242 0
26751241 0
26751240 0
26751239 0
26751236 0
26751235 0
26751233 0
26751231 0
26751228 0
26751227 0
26751224 0
26751223 0
26751222 0
26751221 0
26751219 0
26751218 0
26751217 0
26751216 0
26751215 0
26751214 0
26751213 0
26751212 0
26751209 0
26751208 0
26751207 0
26751206 0
26751205 0
26751201 0
26751200 0
26751199 0
26751198 0
26751195 0
26751194 0
26751191 0
26751190 0
26751189 0
26751188 0
26751187 0
26751186 0
26751185 0
26751184 0
26751183 0
26751182 0
26751181 0
26751180 0
26751177 0
26751174 0
26751173 0
26751171 0
26751170 0
26751169 0
26751168 0
26751166 0
26751165 0
26751164 0
26751163 0
26751161 0
26751160 0
26751159 0
26751157 0
26751156 0
26751154 0
26751152 0
26751149 0
26751148 0
26751147 0
26751146 0
26751145 0
26751144 0
26751140 0
26751138 0
26751136 0
26751135 0
26751134 0
26751133 0
26751131 0
26751126 0
26751125 0
26751124 0
26751123 0
26751122 0
26751121 0
26751119 0
26751117 0
26751116 0
26751110 0
26751109 0
26751106 0
26751105 0
26751103 0
26751099 0
26751098 0
26751097 0
26751095 0
26751094 0
26751093 0
26751091 0
26751090 0
26751089 0
26751088 0
26751087 0
26751085 0
26751082 0
26751081 0
26751080 0
26751079 0
26751078 0
26751077 0
26751076 0
26751074 0
26751071 0
26751070 0
26751064 0
26751063 0
26751061 0
26751058 0
26751055 0
26751050 0
26751048 0
26751047 0
26751046 0
26751043 0
26751040 0
26751034 0
26751032 0
26751031 0
26751028 0
26751025 0
26751023 0
26751022 0
26751021 0
26751020 0
26751019 0
26751017 0
26751016 0
26751014 0
26751010 0
26751009 0
26751006 0
26751005 0
26751004 0
26751003 0
26751002 0
26751000 0
26750998 0
26750997 0
26750994 0
26750993 0
26750989 0
26750988 0
26750985 0
26750983 0
26750978 0
26750972 0
26750970 0
26750967 0
26750963 0
26750957 0
26750955 0
26750954 0
26750951 0
26750948 0
26750944 0
26750943 0
26750942 0
26750938 0
26750937 0
26750933 0
26750929 0
26750928 0
26750926 0
26750924 0
26750923 0
26750921 0
26750918 0
26750916 0
26750915 0
26750914 0
26750913 0
26750911 0
26750910 0
26750908 0
26750907 0
26750904 0
26750903 0
26750897 0
26750888 0
26750880 0
26750872 0
26750871 0
26750868 0
26750867 0
26750866 0
26750865 0
26750864 0
26750863 0
26750862 0
26750860 0
26750859 0
26750856 0
26750855 0
26750854 0
26750852 0
26750851 0
26750850 0
26750849 0
26750848 0
26750846 0
26750845 0
26750844 0
26750843 0
26750841 0
26750839 0
26750838 0
26750837 0
26750835 0
26750834 0
26750832 0
26750831 0
26750828 0
26750826 0
26750825 0
26750824 0
26750823 0
26750822 0
26750821 0
26750820 0
26750819 0
26750817 0
26750816 0
26750815 0
26750812 0
26750809 0
26750808 0
26750807 0
26750806 0
26750805 0
26750804 0
26750801 0
26750800 0
26750799 0
26750798 0
26750797 0
26750796 0
26750794 0
26750793 0
26750792 0
26750790 0
26750789 0
26750786 0
26750785 0
26750784 0
26750783 0
26750782 0
26750780 0
26750779 0
26750778 0
26750777 0
26750776 0
26750775 0
26750774 0
26750773 0
26750772 0
26750771 0
26750769 0
26750768 0
26750767 0
26750764 0
26750763 0
26750762 0
26750759 0
26750758 0
26750757 0
26750756 0
26750754 0
26750753 0
26750752 0
26750750 0
26750749 0
26750748 0
26750747 0
26750746 0
26750745 0
26750743 0
26750741 0
26750740 0
26750738 0
26750736 0
26750734 0
26750733 0
26750732 0
26750731 0
26750728 0
26750727 0
26750726 0
26750724 0
26750099 0
26750097 0
26750096 0
26750095 0
26750094 0
26750090 0
26750089 0
26750088 0
26750084 0
26750083 0
26750082 0
26750079 0
26750077 0
26750075 0
26750074 0
26750072 0
26750069 0
26750068 0
26750067 0
26750059 0
26750058 0
26750051 0
26750049 0
26750048 0
26750044 0
26750043 0
26750038 0
26750030 0
26750028 0
26750026 0
26750022 0
26750019 0
26750012 0
26750011 0
26750003 0
26750001 0
26750000 0
26749999 0
26749998 0
26749991 0
26749988 0
26749981 0
26749980 0
26749978 0
26749975 0
26749974 0
26749973 0
26749970 0
26749969 0
26749968 0
26749965 0
26749964 0
26749963 0
26749960 0
26749956 0
26749950 0
26749947 0
26749946 0
26749944 0
26749943 0
26749942 0
26749939 0
26749938 0
26749937 0
26749935 0
26749933 0
26749932 0
26749930 0
26749928 0
26749925 0
26749923 0
26749922 0
26749920 0
26749919 0
26749918 0
26749916 0
26749915 0
26749912 0
26749909 0
26749908 0
26749907 0
26749905 0
26749902 0
26749900 0
26749899 0
26749897 0
26749896 0
26749895 0
26749894 0
26749893 0
26749892 0
26749891 0
26749890 0
26749889 0
26749887 0
26749885 0
26749883 0
26749882 0
26749879 0
26749878 0
26749874 0
26749871 0
26749867 0
26749865 0
26749861 0
26749858 0
26749857 0
26749855 0
26749854 0
26749851 0
26749850 0
26749847 0
26749841 0
26749839 0
26749837 0
26749833 0
26749830 0
26749829 0
26749824 0
26749823 0
26749820 0
26749819 0
26749816 0
26749812 0
26749811 0
26749809 0
26749805 0
26749804 0
26749803 0
26749802 0
26749801 0
26749800 0
26749799 0
26749798 0
26749796 0
26749793 0
26749792 0
26749791 0
26749790 0
26749785 0
26749783 0
26749777 0
26749775 0
26749773 0
26749772 0
26749771 0
26749768 0
26749766 0
26749764 0
26749761 0
26749759 0
26749756 0
26749751 0
26749749 0
26749734 0
26749731 0
26749730 0
26749726 0
26749724 0
26749721 0
26749719 0
26749715 0
26749713 0
26749712 0
26749708 0
26749707 0
26749706 0
26749705 0
26749704 0
26749703 0
26749702 0
26749701 0
26749700 0
26749699 0
26749688 0
26749686 0
26749685 0
26749684 0
26749682 0
26749677 0
26749675 0
26749674 0
26749672 0
26749671 0
26749670 0
26749668 0
26749667 0
26749666 0
26749662 0
26749660 0
26749648 0
26749646 0
26749643 0
26749642 0
26749640 0
26749636 0
26749632 0
26749631 0
26749626 0
26749625 0
26749621 0
26749619 0
26749618 0
26749613 0
26749612 0
26749610 0
26749609 0
26749606 0
26749605 0
26749602 0
26749601 0
26749600 0
26749599 0
26749598 0
26749594 0
26749593 0
26749591 0
26749587 0
26749586 0
26749585 0
26749584 0
26749583 0
26749581 0
26749580 0
26749579 0
26749578 0
26749577 0
26749576 0
26749574 0
26749569 0
26749568 0
26749564 0
26749563 0
26749561 0
26749559 0
26749557 0
26749554 0
26749553 0
26749552 0
26749551 0
26749550 0
26749549 0
26749546 0
26749545 0
26749544 0
26749539 0
26749537 0
26749534 0
26749532 0
26749531 0
26749530 0
26749527 0
26749526 0
26749524 0
26749522 0
26749521 0
26749515 0
26749514 0
26749513 0
26749512 0
26749511 0
26749510 0
26749506 0
26749505 0
26749504 0
26749503 0
26749502 0
26749499 0
26749498 0
26749495 0
26749493 0
26749492 0
26749491 0
26749490 0
26749488 0
26749486 0
26749485 0
26749484 0
26749483 0
26749482 0
26749480 0
26749478 0
26749475 0
26749473 0
26749469 0
26749468 0
26749466 0
26749465 0
26749463 0
26749462 0
26749461 0
26749459 0
26749458 0
26749457 0
26749456 0
26749453 0
26749451 0
26749450 0
26749447 0
26749446 0
26749445 0
26749438 0
26749436 0
26749434 0
26749432 0
26749431 0
26749430 0
26749429 0
26749428 0
26749427 0
26749426 0
26749425 0
26749424 0
26749423 0
26749422 0
26749420 0
26749419 0
26749418 0
26749416 0
26749414 0
26749413 0
26749407 0
26749406 0
26749402 0
26749400 0
26749399 0
26749398 0
26749397 0
26749396 0
26749395 0
26749394 0
26749393 0
26749392 0
26749388 0
26749385 0
26749383 0
26749381 0
26749379 0
26749375 0
26749374 0
26749373 0
26749372 0
26749371 0
26749370 0
26749369 0
26749368 0
26749367 0
26749365 0
26749363 0
26749361 0
26749358 0
26749356 0
26749355 0
26749350 0
26749349 0
26749347 0
26749346 0
26749345 0
26749342 0
26749341 0
26749340 0
26749339 0
26749338 0
26749335 0
26749333 0
26749325 0
26749324 0
26749322 0
26749321 0
26749320 0
26749319 0
26749318 0
26749317 0
26749314 0
26749312 0
26749308 0
26749305 0
26749301 0
26749299 0
26749295 0
26749285 0
26749281 0
26749277 0
26749260 0
26749256 0
26749247 0
26749237 0
26749233 0
26749228 0
26749226 0
26749224 0
26749221 0
26749210 0
26749208 0
26749206 0
26749204 0
26749200 0
26749194 0
26749192 0
26749190 0
26749184 0
26749180 0
26749176 0
26749175 0
26749172 0
26749171 0
26749169 0
26749153 0
26749149 0
26749133 0
26749127 0
26749118 0
26749114 0
26749112 0
26749108 0
26749106 0
26749100 0
26749098 0
26749090 0
26749088 0
26749086 0
26749084 0
26749078 0
26749074 0
26749072 0
26749068 0
26749066 0
26749064 0
26749062 0
26749054 0
26749052 0
26749050 0
26749042 0
26749033 0
26749027 0
26749021 0
26749019 0
26749009 0
26749001 0
26748994 0
26748990 0
26748988 0
26748984 0
26748982 0
26748980 0
26748978 0
26748976 0
26748972 0
26748966 0
26748960 0
26748958 0
26748956 0
26748954 0
26748950 0
26748948 0
26748946 0
26748942 0
26748934 0
26748930 0
26748925 0
26748923 0
26748920 0
26748918 0
26748914 0
26748911 0
26748909 0
26748904 0
26748898 0
26748891 0
26748885 0
26748883 0
26748881 0
26748879 0
26748877 0
26748871 0
26748869 0
26748867 0
26748865 0
26748863 0
26748861 0
26748857 0
26748855 0
26748844 0
26748840 0
26748834 0
26748828 0
26748824 0
26748820 0
26748818 0
26748814 0
26748800 0
26748798 0
26748796 0
26748793 0
26748791 0
26748789 0
26748787 0
26748785 0
26748783 0
26748780 0
26748775 0
26748773 0
26748767 0
26748765 0
26748763 0
26748758 0
26748756 0
26748752 0
26748748 0
26748732 0
26748730 0
26748726 0
26748714 0
26748712 0
26748706 0
26748704 0
26748702 0
26748698 0
26748696 0
26748692 0
26748684 0
26748682 0
26748679 0
26748677 0
26748673 0
26748667 0
26748665 0
26748663 0
26748655 0
26748653 0
26748651 0
26748648 0
26748637 0
26748635 0
26748631 0
26748629 0
26748627 0
26748623 0
26748619 0
26748609 0
26748605 0
26748603 0
26748587 0
26748583 0
26748577 0
26748567 0
26748564 0
26748562 0
26748558 0
26748554 0
26748550 0
26748549 0
26748547 0
26748541 0
26748539 0
26748533 0
26748531 0
26748527 0
26748525 0
26748523 0
26748519 0
26748511 0
26748509 0
26748505 0
26748498 0
26748496 0
26748492 0
26748490 0
26748482 0
26748479 0
26748477 0
26748467 0
26748465 0
26748463 0
26748461 0
26748457 0
26748438 0
26748430 0
26748428 0
26748426 0
26748422 0
26748419 0
26748412 0
26748406 0
26748404 0
26748400 0
26748398 0
26748394 0
26748392 0
26748390 0
26748384 0
26748382 0
26748380 0
26748376 0
26748373 0
26748371 0
26748367 0
26748365 0
26748363 0
26748361 0
26748359 0
26748357 0
26748348 0
26748346 0
26748344 0
26748342 0
26748338 0
26748336 0
26748335 0
26748329 0
26748322 0
26748320 0
26748314 0
26748310 0
26748302 0
26748290 0
26748288 0
26748286 0
26748284 0
26748279 0
26748277 0
26748275 0
26748266 0
26748264 0
26748261 0
26748258 0
26748254 0
26748252 0
26748248 0
26748238 0
26748236 0
26748234 0
26748228 0
26748224 0
26748222 0
26748218 0
26748216 0
26748214 0
26748208 0
26748206 0
26748204 0
26748202 0
26748200 0
26748198 0
26748196 0
26748194 0
26748192 0
26748190 0
26748182 0
26748178 0
26748176 0
26748167 0
26748163 0
26748152 0
26748150 0
26748148 0
26748142 0
26748138 0
26748136 0
26748133 0
26748125 0
26748122 0
26748116 0
26748114 0
26748092 0
26748090 0
26748088 0
26748084 0
26748074 0
26748070 0
26748068 0
26748066 0
26748064 0
26748062 0
26748055 0
26748053 0
26748049 0
26748047 0
26748045 0
26748041 0
26748039 0
26748037 0
26748035 0
26748025 0
26748021 0
26748019 0
26748011 0
26748009 0
26748007 0
26748001 0
26747995 0
26747989 0
26747987 0
26747985 0
26747983 0
26747981 0
26747979 0
26747977 0
26747975 0
26747973 0
26747971 0
26747969 0
26747965 0
26747961 0
26747956 0
26747954 0
26747952 0
26747948 0
26747946 0
26747941 0
26747940 0
26747938 0
26747934 0
26747930 0
26747929 0
26747919 0
26747917 0
26747915 0
26747913 0
26747911 0
26747909 0
26747903 0
26747900 0
26747896 0
26747890 0
26747884 0
26747880 0
26747878 0
26747876 0
26747875 0
26747870 0
26747868 0
26747864 0
26747860 0
26747856 0
26747854 0
26747852 0
26747849 0
26747842 0
26747839 0
26747826 0
26747821 0
26747819 0
26747809 0
26747807 0
26747805 0
26747791 0
26747785 0
26747782 0
26747774 0
26747770 0
26747768 0
26747759 0
26747753 0
26747749 0
26747747 0
26747741 0
26747739 0
26747737 0
26747733 0
26747729 0
26747727 0
26747725 0
26747723 0
26747721 0
26747719 0
26747717 0
26747715 0
26747713 0
26747707 0
26747703 0
26747701 0
26747694 0
26747692 0
26747691 0
26747679 0
26747677 0
26747671 0
26747669 0
26747664 0
26747662 0
26747654 0
26747652 0
26747649 0
26747647 0
26747645 0
26747641 0
26747630 0
26747622 0
26747617 0
26747615 0
26747610 0
26747609 0
26747607 0
26747603 0
26747601 0
26747596 0
26747595 0
26747593 0
26747589 0
26747584 0
26747582 0
26747580 0
26747575 0
26747574 0
26747569 0
26747567 0
26747563 0
26747562 0
26747560 0
26747556 0
26747554 0
26747552 0
26747550 0
26747548 0
26747546 0
26747542 0
26747538 0
26747536 0
26747526 0
26747522 0
26747520 0
26747512 0
26747510 0
26747508 0
26747506 0
26747499 0
26747495 0
26747493 0
26747491 0
26747484 0
26747481 0
26747479 0
26747477 0
26747471 0
26747469 0
26747467 0
26747462 0
26747460 0
26747459 0
26747456 0
26747454 0
26747451 0
26747450 0
26747449 0
26747446 0
26747443 0
26747441 0
26747436 0
26747434 0
26747429 0
26747426 0
26747425 0
26747415 0
26747414 0
26747413 0
26747411 0
26747225 0
17390068 0
17390067 0
17390065 0
17390059 0
17390058 0
17390053 0
17390051 0
17390045 0
17390044 0
17390038 0
17390037 0
17390036 0
17390035 0
17390033 0
17390032 0
17390028 0
17390017 0
17390013 0
17390010 0
17390009 0
17390007 0
17390004 0
17390000 0
17389997 0
17389992 0
17389991 0
17389989 0
17389987 0
17389986 0
17389983 0
17389982 0
17389980 0
17389975 0
17389974 0
17389971 0
17389968 0
17389965 0
17389961 0
17389953 0
17389952 0
17389951 0
17389950 0
17389945 0
17389944 0
17389942 0
17389940 0
17389939 0
17389938 0
17389929 0
17389928 0
17389925 0
17389923 0
17389922 0
17389921 0
17389916 0
17389915 0
17389914 0
17389912 0
17389905 0
17389903 0
17389902 0
17389898 0
17389896 0
17389895 0
17389894 0
17389893 0
17389889 0
17389880 0
17389879 0
17389878 0
17389877 0
17389876 0
17389872 0
17389870 0
17389868 0
17389865 0
17389864 0
17389863 0
17389861 0
17389860 0
17389859 0
17389855 0
17389845 0
17389843 0
17389841 0
17389840 0
17389839 0
17389837 0
17389836 0
17389831 0
17389826 0
17389824 0
17389819 0
17389815 0
17389813 0
17389812 0
17389810 0
17389808 0
17389805 0
17389802 0
17389801 0
17389800 0
17389798 0
17389797 0
17389795 0
17389794 0
17389791 0
17389788 0
17389786 0
17389779 0
17389775 0
17389773 0
17389770 0
17389768 0
17389766 0
17389764 0
17389762 0
17389761 0
17389758 0
17389756 0
17389754 0
17389753 0
17389752 0
17389750 0
17389748 0
17389746 0
17389738 0
17389737 0
17389736 0
17389728 0
17389726 0
17389722 0
17389721 0
17389720 0
17389718 0
17389716 0
17389715 0
17389714 0
17389707 0
17389703 0
17389702 0
17389700 0
17389699 0
17389695 0
17389691 0
17389684 0
17389683 0
17389679 0
17389668 0
17389665 0
17389637 0
17389636 0
17389634 0
17389633 0
17389626 0
17389625 0
17389623 0
17389615 0
17389611 0
17389589 0
17389588 0
17389587 0
17389586 0
17389583 0
17389582 0
17389581 0
17389578 0
17389576 0
17389571 0
17389567 0
17389564 0
17389557 0
17389556 0
17389554 0
17389553 0
17389552 0
17389548 0
17389546 0
17389545 0
17389541 0
17389537 0
17389536 0
17389534 0
17389533 0
17389532 0
17389529 0
